sample_id,richness,shannon,evenness,origin,site,pop,lat,lon,leafherb,stemfeed,leafcurling,branchno,stemlen,node,basic,leafbio,stembio,branchbio,abovebio,SLA,SSL,BI,trichome,saponins,lignin,N,C,CN,soil_water,soil_PH,soil_SOM,soil_C,soil_N,soil_CN,soil_NH,soil_NO,soil_AP,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,cluster
GD1P2-1,140,3.310084336930387,0.6698348552671248,CN,GD1,GD1P2,21.916,111.944,6.891493217,0,2,0,46.2,7,3.51,1.2355,1.3321,0,2.5676,211.5116279,34.68208092,0,6,7.281107549,0.032,3.06,35.16,11.4823,25.22126725,7.58,4.730756525,0.09,1,10.8202,9.709,1.213625,79.40904465,22.96250006,7.14166681,34.83739907,502.1278677,33,12.5,20.5,27.64999994,17.7166667,28.36666679,16.19999997,2234,388,28,76.1157361,1043,116,1031,127,3
GD1P2-2,224,2.4414862837874063,0.451154096256997,CN,GD1,GD1P2,21.916,111.944,31.73239265,0,2.333333333,0,32.8,12,3.07,1.0382,1.24,0,2.2782,291.5492958,26.4516129,0,42,NA,NA,NA,NA,NA,18.44883873,7.27,3.213711837,0.07,0.72,9.9169,8.495375,2.42725,42.53914546,22.96250006,7.14166681,34.83739907,502.1278677,33,12.5,20.5,27.64999994,17.7166667,28.36666679,16.19999997,2234,388,28,76.1157361,1043,116,1031,127,3
GD1P2-3,157,2.7428212091497137,0.5424619994242488,CN,GD1,GD1P2,21.916,111.944,4.865618337,0,1,2,45,9,3.96,1.225,1.4632,0.0119,2.7001,307.2368421,30.75451066,0.008132859,NA,6.986978068,0.034,2.33,31.1,13.344,20.5557578,6.75,4.700540829,0.09,0.95,10.9348,20.631625,6.7963,45.99569851,22.96250006,7.14166681,34.83739907,502.1278677,33,12.5,20.5,27.64999994,17.7166667,28.36666679,16.19999997,2234,388,28,76.1157361,1043,116,1031,127,3
GD1P2-4,144,3.761990170185019,0.7569681079379728,CN,GD1,GD1P2,21.916,111.944,7.789523231,0,1.666666667,0,29.2,9,2.02,1.1295,1.138,0,2.2675,225.5555556,25.65905097,0,NA,8.282506726,0.039,3,39.2,13.0853,21.37514061,6.69,4.670203707,0.09,1.01,10.9594,12.13625,15.777125,64.81470955,22.96250006,7.14166681,34.83739907,502.1278677,33,12.5,20.5,27.64999994,17.7166667,28.36666679,16.19999997,2234,388,28,76.1157361,1043,116,1031,127,3
GD1P2-5,158,2.1604596032704304,0.42674944157614636,CN,GD1,GD1P2,21.916,111.944,0.715185427,0,1.666666667,2,39.6,11,2.67,1.2982,1.3152,0.1152,2.7286,201.2698413,30.10948905,0.087591241,NA,3.731771634,0.033,2.59,39.06,15.0601,25.03184519,6.53,5.855976442,0.12,1.4,11.6708,NA,NA,NA,22.96250006,7.14166681,34.83739907,502.1278677,33,12.5,20.5,27.64999994,17.7166667,28.36666679,16.19999997,2234,388,28,76.1157361,1043,116,1031,127,3
GD1P3-1,116,1.730163496338854,0.3639698473746999,CN,GD1,GD1P3,21.916,111.944,1.040508868,0,1,2,54,10,3.19,1.3108,1.6107,0.0097,2.9312,305.3703704,33.52579624,0.006022226,1,8.399936618,0.036,2.68,29.81,11.1217,32.93537503,7.81,7.58377425,0.15,1.61,10.9921,10.922625,0.242725,57.90160346,22.96250006,7.14166681,34.83739907,502.1278677,33,12.5,20.5,27.64999994,17.7166667,28.36666679,16.19999997,2234,388,28,76.1157361,1043,116,1031,127,3
GD1P3-2,78,3.4335996158791366,0.7881177633089903,CN,GD1,GD1P3,21.916,111.944,0.902819625,0,1.666666667,0,71,12,2.02,1.2454,1.5243,0,2.7697,129.5480226,46.57875746,0,1,9.182162763,0.034,3.15,35.45,11.2709,58.12488944,7.54,13.03936412,0.31,3.43,11.1602,20.631625,6.068125,107.4455305,22.96250006,7.14166681,34.83739907,502.1278677,33,12.5,20.5,27.64999994,17.7166667,28.36666679,16.19999997,2234,388,28,76.1157361,1043,116,1031,127,3
GD1P3-3,152,2.056695201668183,0.40938378075156356,CN,GD1,GD1P3,21.916,111.944,0.976579682,0,1,3,85,12,3.61,1.324,1.7884,0.0573,3.1697,312.3809524,47.52851711,0.032039812,1,9.176380008,0.036,2.65,30.99,11.6887,35.58109534,7.53,9.311302228,0.2,2.04,10.4496,4.8545,1.213625,82.8655977,22.96250006,7.14166681,34.83739907,502.1278677,33,12.5,20.5,27.64999994,17.7166667,28.36666679,16.19999997,2234,388,28,76.1157361,1043,116,1031,127,3
GD1P3-4,147,3.9107795355089014,0.7836554181434725,CN,GD1,GD1P3,21.916,111.944,1.680200049,0,2,0,111.4,18,2.96,1.2985,1.9026,0,3.2011,219.1,58.5514559,0,1,7.290484038,0.036,3.01,36.34,12.0531,38.04520978,7.4,9.037535457,0.17,1.74,9.9722,14.5635,1.213625,40.61883821,22.96250006,7.14166681,34.83739907,502.1278677,33,12.5,20.5,27.64999994,17.7166667,28.36666679,16.19999997,2234,388,28,76.1157361,1043,116,1031,127,3
GD1P3-5,149,1.1266857330002007,0.22515943699506216,CN,GD1,GD1P3,21.916,111.944,0.864239579,0,2,0,53,14,2.27,1.0574,1.367,0,2.4244,300,38.77103146,0,6,NA,NA,2.94,41.36,14.0775,27.26784756,7.27,8.060081808,0.14,1.5,10.4275,18.204375,1.213625,28.71293327,22.96250006,7.14166681,34.83739907,502.1278677,33,12.5,20.5,27.64999994,17.7166667,28.36666679,16.19999997,2234,388,28,76.1157361,1043,116,1031,127,3
GD2P1-1,205,2.2580403029404503,0.42420365766549634,CN,GD2,GD2P1,22.968,113.23,0.882368467,2,1,5,46,13,3.21,1.2834,1.3624,0.0667,2.7125,255,33.76394598,0.048957722,0,7.559942956,0.033,4.02,37.13,9.2343,25.97479835,6.17,10.46357616,0.36,4.41,12.155,29.127,9.709,165.054748,22.25000012,7.633333286,33.77581043,566.4281958,33.20000076,10.600000380000001,22.60000038,27.45000013,16.45000029,28.41666698,14.76666689,1718,278,35,66.79934997,790,116,753,139,3
GD2P1-2,188,1.596133429242991,0.304812588504349,CN,GD2,GD2P1,22.968,113.23,0.875586781,0,0.666666667,0,41.8,12,1.78,1.0166,1.2763,0.053,2.3459,309.7014925,32.75092063,0.041526287,2,8.554991429,NA,3.89,38.98,10.019,28.14779624,6.17,10.30074682,0.27,2.92,10.7351,12.13625,0.242725,118.1992511,22.25000012,7.633333286,33.77581043,566.4281958,33.20000076,10.600000380000001,22.60000038,27.45000013,16.45000029,28.41666698,14.76666689,1718,278,35,66.79934997,790,116,753,139,3
GD2P1-3,137,3.3763596532809235,0.6862546225649481,CN,GD2,GD2P1,22.968,113.23,0.874434417,0,1.666666667,4,23.3,12,2.26,1.0595,1.1146,0,2.1741,290.7843137,20.90436031,0,0,10.17577229,0.03,3.8,35.99,9.4675,40.60469533,6.06,12.80643981,0.43,4.49,10.5201,21.84525,0.3640875,185.4100048,22.25000012,7.633333286,33.77581043,566.4281958,33.20000076,10.600000380000001,22.60000038,27.45000013,16.45000029,28.41666698,14.76666689,1718,278,35,66.79934997,790,116,753,139,3
GD2P1-4,148,2.927767592022895,0.585880173110512,CN,GD2,GD2P1,22.968,113.23,4.01835861,0,1.666666667,1,22.3,7,2.4,1.1001,1.0831,0.0027,2.1859,316.75,20.58904995,0.002492845,1,8.830719905,0.035,3.94,35.67,9.0488,32.21167131,5.56,10.31357502,0.28,3.07,11.0662,13.349875,3.640875,115.1267595,22.25000012,7.633333286,33.77581043,566.4281958,33.20000076,10.600000380000001,22.60000038,27.45000013,16.45000029,28.41666698,14.76666689,1718,278,35,66.79934997,790,116,753,139,3
GD2P1-5,164,0.7179475485219564,0.14077771617800208,CN,GD2,GD2P1,22.968,113.23,1.161144555,1,1,3,33.4,13,2.07,1.1329,1.1618,0.147,2.4417,299.8630137,28.74849372,0.126527802,4,7.169396399,0.035,3.61,36.22,10.0466,31.550407710000002,5.4,9.885779173,0.29,2.98,10.2856,15.777125,4.8545,127.8007873,22.25000012,7.633333286,33.77581043,566.4281958,33.20000076,10.600000380000001,22.60000038,27.45000013,16.45000029,28.41666698,14.76666689,1718,278,35,66.79934997,790,116,753,139,3
GD2P2-1,169,2.679081446388674,0.5222484098165764,CN,GD2,GD2P2,22.968,113.23,6.740159278,0,1,2,44.5,10,2.17,1.3709,1.3241,0.0085,2.7035,261.3297872,33.60773355,0.006419455,21,6.796895279,0.033,3.48,38.22,10.9756,33.76036994,6.69,10.30679767,0.3,3.16,10.6712,3.640875,6.068125,161.2141335,22.25000012,7.633333286,33.77581043,566.4281958,33.20000076,10.600000380000001,22.60000038,27.45000013,16.45000029,28.41666698,14.76666689,1718,278,35,66.79934997,790,116,753,139,3
GD2P2-2,151,3.144043169370524,0.6266429762001136,CN,GD2,GD2P2,22.968,113.23,1.456940333,0,1.333333333,0,26.3,8,2.24,1.0888,1.1402,0,2.229,299.1111111,23.06612875,0,24,5.91952584,0.035,2.45,26.17,10.6851,36.45550422,6.86,8.589481998,0.21,2.08,9.808,14.5635,9.709,150.4604129,22.25000012,7.633333286,33.77581043,566.4281958,33.20000076,10.600000380000001,22.60000038,27.45000013,16.45000029,28.41666698,14.76666689,1718,278,35,66.79934997,790,116,753,139,3
GD2P2-3,148,2.653148218839982,0.5309256588456902,CN,GD2,GD2P2,22.968,113.23,2.615623492,0,1.333333333,4,26.6,11,2.25,1.0928,1.1806,0.0378,2.3112,258.6315789,22.53091648,0.032017618,13,6.762740026,0.034,3.07,38.43,12.5077,26.56001999,6.73,6.935720968,0.17,1.55,9.2409,18.204375,6.068125,117.4311282,22.25000012,7.633333286,33.77581043,566.4281958,33.20000076,10.600000380000001,22.60000038,27.45000013,16.45000029,28.41666698,14.76666689,1718,278,35,66.79934997,790,116,753,139,3
GD2P2-4,125,2.0696906090907348,0.42865702638601155,CN,GD2,GD2P2,22.968,113.23,1.155087731,0,1.333333333,3,41.3,16,2.39,1.3484,1.4817,0.3148,3.1449,270.9803922,27.87338868,0.212458662,39,6.855226683,0.032,2.89,36.11,12.5041,27.31354939,6.28,8.119715474,0.22,2,9.183,13.349875,0.242725,140.8588766,22.25000012,7.633333286,33.77581043,566.4281958,33.20000076,10.600000380000001,22.60000038,27.45000013,16.45000029,28.41666698,14.76666689,1718,278,35,66.79934997,790,116,753,139,3
GD2P2-5,141,2.562162781607465,0.5177383502863123,CN,GD2,GD2P2,22.968,113.23,8.465894755,0,1.333333333,2,54.3,11,3.25,1.269,1.4969,0.2847,3.0506,261.7687075,36.27496827,0.190193066,16,6.616270903,0.037,2.86,38.44,13.4173,29.23158445,6.54,9.107273818,0.26,2.56,9.9473,16.99075,4.8545,147.0038598,22.25000012,7.633333286,33.77581043,566.4281958,33.20000076,10.600000380000001,22.60000038,27.45000013,16.45000029,28.41666698,14.76666689,1718,278,35,66.79934997,790,116,753,139,3
GD2P3-1,119,3.2152975625648224,0.6727797612259331,CN,GD2,GD2P3,22.968,113.23,6.382621562,0,1.333333333,2,35.5,9,3.61,1.2829,1.2776,0.0353,2.5958,280.8235294,27.78647464,0.027629931,1,7.4826488,0.035,3.47,35.62,10.2743,12.89692052,7.52,6.083970455,0.08,0.76,9.1506,9.709,4.8545,113.2064522,22.25000012,7.633333286,33.77581043,566.4281958,33.20000076,10.600000380000001,22.60000038,27.45000013,16.45000029,28.41666698,14.76666689,1718,278,35,66.79934997,790,116,753,139,3
GD2P3-2,157,1.781336760336895,0.3523042250937768,CN,GD2,GD2P3,22.968,113.23,2.952860658,0,1,2,44.2,12,3.75,1.2509,1.5301,0.2122,2.9932,271.8852459,28.88700085,0.138683746,3,6.130479373,0.037,3.9,38.76,9.9318,37.50131754,7.41,10.58869497,0.28,3.37,12.2309,13.349875,2.42725,103.9889774,22.25000012,7.633333286,33.77581043,566.4281958,33.20000076,10.600000380000001,22.60000038,27.45000013,16.45000029,28.41666698,14.76666689,1718,278,35,66.79934997,790,116,753,139,3
GD2P3-3,98,3.4027127048708725,0.7421454395697265,CN,GD2,GD2P3,22.968,113.23,1.934841555,0,1,1,20.3,11,2.74,1.0621,1.0767,0.0016,2.1404,269.2405063,18.85390545,0.001486022,0,NA,0.03,3.44,37.33,10.8471,26.11576184,7.34,8.965563627,0.25,2.92,11.5492,10.922625,1.213625,78.2568603,22.25000012,7.633333286,33.77581043,566.4281958,33.20000076,10.600000380000001,22.60000038,27.45000013,16.45000029,28.41666698,14.76666689,1718,278,35,66.79934997,790,116,753,139,3
GD2P3-4,217,1.0287538122464293,0.19122182908739255,CN,GD2,GD2P3,22.968,113.23,4.815648899,0,1.666666667,0,22.5,10,2.26,1.1051,1.119,0,2.2241,271.8085106,20.10723861,0,9,7.520902965,0.034,0,0,0,27.71193044,7.69,8.619788263,0.2,2.53,12.824,8.495375,4.8545,95.53962554,22.25000012,7.633333286,33.77581043,566.4281958,33.20000076,10.600000380000001,22.60000038,27.45000013,16.45000029,28.41666698,14.76666689,1718,278,35,66.79934997,790,116,753,139,3
GD2P3-5,124,0.9052948097753701,0.18780952885305952,CN,GD2,GD2P3,22.968,113.23,0.919382849,0,1.333333333,2,27.2,8,3.36,1.1468,1.1502,0,2.297,293.75,23.64806121,0,7,8.12061283,0.036,4.09,39.52,9.6541,14.4350835,7.07,10.29450608,0.29,3,10.4739,8.495375,9.709,106.6774076,22.25000012,7.633333286,33.77581043,566.4281958,33.20000076,10.600000380000001,22.60000038,27.45000013,16.45000029,28.41666698,14.76666689,1718,278,35,66.79934997,790,116,753,139,3
GD3P1-1,158,0.333187334825179,0.06581354673868978,CN,GD3,GD3P1,24.015,114.805,4.044315601,0,2,1,30.3,10,2.22,1.1417,1.1755,0.0143,2.3315,285.1785714,25.77626542,0.012165036,17,4.949235997,0.036,3.41,37.31,10.9435,14.06525621,5.32,5.545996029,0.14,1.39,9.7082,10.922625,4.8545,112.4383293,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3
GD3P1-2,155,1.0696382506075495,0.2120856810224503,CN,GD3,GD3P1,24.015,114.805,1.327495335,0,1.666666667,3,36,9,3.14,1.267,1.2583,0.0118,2.5371,261.5217391,28.6100294,0.009377732,0,9.646362915,0.033,4.21,36.13,8.5812,16.14844411,4.14,5.008647067,0.12,1.02,8.6969,14.5635,10.6799,110.9020835,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3
GD3P1-3,163,0.9749231366870437,0.19139594566938767,CN,GD3,GD3P1,24.015,114.805,3.353627275,0,1.666666667,4,54.2,11,2.76,1.3769,1.5597,0.0169,2.9535,264.7826087,34.75027249,0.010835417,8,7.293306387,0.038,3.94,36.58,9.2886,13.06377681,4.99,4.989953115,0.13,1.02,7.8954,8.495375,9.709,124.3442343,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3
GD3P1-4,129,3.1114200037084867,0.640234590313814,CN,GD3,GD3P1,24.015,114.805,3.129444104,0,1.666666667,1,43.5,13,2.68,1.1737,1.4228,0.0038,2.6003,266.962963,30.57351701,0.00267079,2,NA,0.033,3.02,37.93,12.56,17.07164706,5.7,6.202169428,0.12,1.16,9.657,18.204375,2.42725,143.5473068,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3
GD3P1-5,176,1.4808663261549477,0.2864076801274425,CN,GD3,GD3P1,24.015,114.805,8.379828667,0,1,4,39.5,8,3.32,1.268,1.2924,0.0166,2.577,289.1954023,30.5632931,0.012844321,0,6.542862104,0.033,3.69,35.82,9.7055,15.92542855,5.55,4.910503208,0.15,1.5,10.0217,9.709,7.28175,118.1992511,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3
GD3P2-1,238,2.0125414963758743,0.36777082428665997,CN,GD3,GD3P2,24.015,114.805,31.99716928,0,1.666666667,0,58.4,12,4.37,1.375,1.6955,0,3.0705,298.2894737,34.44411678,0,133,7.918693692,0.033,3.43,36.65,10.7,28.91600374,6.2,8.76395481,0.2,2.59,12.7063,24.2725,18.204375,164.6706865,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3
GD3P2-2,152,3.3734550147927878,0.6714839257810468,CN,GD3,GD3P2,24.015,114.805,25.97450527,0,1,0,66.7,13,2.6,1.0485,1.5188,0,2.5673,266,43.91624967,0,46,11.36292072,0.033,2.75,36.61,13.3157,15.73114079,6.15,4.077281812,0.07,0.88,11.9258,6.068125,9.709,83.24965915,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3
GD3P2-3,178,3.150533502075911,0.6080017568272073,CN,GD3,GD3P2,24.015,114.805,9.803817607,0,1,0,36,8,1.74,1.149,1.1586,0,2.3076,380.1515152,31.07198343,0,53,6.336792297,0.033,4.67,35.99,7.703,23.58469068,6.52,7.431715725,0.17,2.17,12.7543,14.5635,30.340625,122.423927,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3
GD3P2-4,275,2.7985580493359374,0.49825032935712277,CN,GD3,GD3P2,24.015,114.805,24.46538447,0,1,0,99.8,17,3.72,1.1123,2.0279,0,3.1402,280.3488372,49.21347206,0,105,7.206797627,0.035,3.42,38.37,11.2341,26.29805496,6.6,6.633399867,0.14,2.07,14.4009,20.631625,7.28175,108.5977148,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3
GD3P2-5,143,3.4297672625876863,0.6910889858762448,CN,GD3,GD3P2,24.015,114.805,4.203670322,0,1.666666667,0,74.5,14,3.93,1.1966,1.7604,0,2.957,349.4214876,42.31992729,0,38,9.019934377,0.033,3.42,36.55,10.7024,21.92538172,6.35,5.101295251,0.16,2.11,13.1943,10.922625,10.922625,100.9164858,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3
GD3P3-1,285,3.3201424262651957,0.5873770511326121,CN,GD3,GD3P3,24.015,114.805,1.942908789,0,1.333333333,0,51,10,2.78,1.1502,1.4305,0,2.5807,181.641791,35.65186998,0,57,5.574884535,0.033,2.72,38.58,14.1891,63.08328464,6.26,7.009377319,0.14,1.6,11.7386,16.99075,8.495375,38.31446952,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3
GD3P3-2,146,3.437626591236317,0.6897869057846964,CN,GD3,GD3P3,24.015,114.805,2.115630251,0,1.333333333,0,60,12,2.55,1.2519,1.4657,0,2.7176,223.1225296,40.9360715,0,51,6.615510563,0.036,2.72,38.6,14.201,30.41167701,6.6,7.680945347,0.15,1.91,12.7893,6.068125,0.242725,34.47385502,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,3
GD3P3-3,93,3.4331697986222247,0.7574394790027706,CN,GD3,GD3P3,24.015,114.805,25.64602548,2,1.333333333,6,88.5,17,3.56,1.5076,2.4251,0.0445,3.9772,206.6030534,36.49334048,0.018349759,50,5.134377395,0.036,2.9,39.22,13.5455,65.11299562,6.94,8.048825257,0.15,1.86,12.3915,8.495375,1.213625,36.39416227,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,1
GD3P3-4,208,2.521467798395739,0.4724027746021884,CN,GD3,GD3P3,24.015,114.805,12.09364237,2,1.333333333,3,85,13,3.01,1.3205,1.9464,0.2154,3.4823,229.0540541,43.6703658,0.110665845,0,6.728926326,0.035,3.02,39.8,13.1754,69.93645658,5.66,6.962744967,0.16,1.64,10.5042,7.28175,3.640875,32.16948632,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,1
GD3P3-5,147,3.1977094471859084,0.6407679878609464,CN,GD3,GD3P3,24.015,114.805,28.19186676,0,1,3,83.4,14,3.67,1.0934,1.8654,0.0318,2.9906,263.7209302,44.70890962,0.017047282,35,7.887579944,0.034,3.04,36.89,12.1266,63.91789082,6.45,8.070011357,0.18,2.06,11.5466,9.709,4.8545,22.95201152,21.26250013,9.024999936,35.53149368,610.9126195,33.90000153,8.5,25.40000153,24.63333352,18.36666663,28.10000038,13.2833333,1815,330,32,66.18059328,857,131,694,185,1
JX1P1-2,126,3.5572760468519755,0.7355394320043439,CN,JX1,JX1P1,25.906,115.049,17.53800406,1,1,0,84,16,2.64,1.1794,1.9611,0,3.1405,324.7887324,42.83310387,0,129,8.870562465,0.031,3.61,56.15,15.539,12.20826031,6.62,6.466772571,0.16,1.61,10.3696,8.495375,1.213625,23.72013442,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1
JX1P1-3,138,0.8070888031916624,0.16380094364187625,CN,JX1,JX1P1,25.906,115.049,7.701111053,0,1.666666667,0,30.4,9,2.93,1.0384,1.1506,0,2.189,290,26.42099774,0,74,NA,0.032,3.46,38.4,11.1112,17.84037559,5.75,5.900891839,0.14,1.42,9.9513,15.777125,6.068125,23.72013442,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1
JX1P1-5,64,2.594084202880348,0.6237454025239797,CN,JX1,JX1P1,25.906,115.049,1.044578533,0,1.333333333,6,44.6,10,2.96,1.2712,1.393,0.0381,2.7023,284.2931937,32.017229,0.027351041,5,8.218988305,0.035,3.15,36.23,11.504,14.56237789,7.69,6.812062466,0.17,1.87,10.7526,8.495375,14.5635,150.0763514,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1
JX1P1-6,122,1.1650894229378217,0.24252379664638068,CN,JX1,JX1P1,25.906,115.049,9.504215846,0,1.666666667,8,33.5,10,2.98,1.1529,1.2166,0.0613,2.4308,314.8275862,27.53575538,0.050386323,24,NA,NA,3.88,38.44,9.9012,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1
JX1P1-8,163,2.9060023938945525,0.5705035149611953,CN,JX1,JX1P1,25.906,115.049,4.633359058,0,1.333333333,5,55,13,3.1,1.4251,1.5908,0.3542,3.3701,293.8345865,34.57379935,0.222655268,7,8.861183841,NA,3.13,37.13,11.8499,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1
JX1P2-1,136,3.0311717342846567,0.6170129603619617,CN,JX1,JX1P2,25.906,115.049,2.900847513,0,1,0,16.1,8,2.17,1.0891,1.0986,0,2.1877,239.1044776,14.65501547,0,35,6.812534707,0.034,4.52,38.24,8.4653,15.16632623,5.26,7.022789183,0.17,1.66,9.532,14.5635,9.709,44.84351416,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1
JX1P2-2,200,2.8562213891058867,0.539080842370674,CN,JX1,JX1P2,25.906,115.049,4.252012509,0,1.333333333,0,24.3,8,2.71,1.0916,1.1318,0,2.2234,256.2105263,21.47022442,0,156,6.020210461,0.038,4.35,38.55,8.8625,21.88301505,6.11,9.132145954,0.25,2.71,10.7432,14.5635,15.777125,170.0475468,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1
JX1P2-3,161,1.2775615595695062,0.2514189912483795,CN,JX1,JX1P2,25.906,115.049,19.44677787,0,2.333333333,0,25.3,9,2.39,1.0606,1.1191,0,2.1797,234.5098039,22.60745242,0,299,8.742532849,0.035,2.75,38.92,14.1294,8.596746333,6.39,8.346677342,0.21,2.21,10.4258,10.922625,2.42725,90.54682669,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1
JX1P2-4,160,1.62157156941202,0.31951054849484206,CN,JX1,JX1P2,25.906,115.049,5.238953437,0,2,2,37.3,12,3.1,1.1657,1.4325,0.0091,2.6073,194.7282609,26.03839442,0.006352531,18,6.112065635,0.032,2.75,40.55,14.7358,11.41881848,5.53,6.862221034,0.18,1.7,9.6566,4.8545,7.28175,84.40184349,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1
JX1P2-5,150,3.4098385337204906,0.6805202002504768,CN,JX1,JX1P2,25.906,115.049,4.364055843,0,1.333333333,1,49.5,12,2.73,1.1786,1.5031,0.0276,2.7093,206.0335196,32.93194066,0.018362052,133,5.100137677,0.031,3.2,39.19,12.2554,11.169117,6.24,8.554257095,0.22,2.18,10.0459,8.495375,7.28175,124.3442343,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1
JX1P3-1,131,0.8471746471254824,0.17377238108778964,CN,JX1,JX1P3,25.906,115.049,4.849554177,0,2.333333333,0,48.5,14,2.48,1.0386,1.3861,0,2.4247,222.0805369,34.99026044,0,22,3.46424446,0.032,2.66,38.94,14.6386,16.1013257,5.36,6.612336845,0.15,1.51,9.8562,6.068125,6.068125,39.08259241,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1
JX1P3-2,114,0.5549842421214483,0.1171792626868454,CN,JX1,JX1P3,25.906,115.049,6.993885263,0,2.333333333,0,69.8,16,3.1,1.0371,1.6968,0,2.7339,233.28,41.13625648,0,66,6.791193042,0.038,2.76,38.81,14.054,13.85941441,5.83,6.581448705,0.16,1.44,9.1604,1.213625,1.213625,30.63324052,19.19166654,8.316666563,28.28798279,770.7399833,33.59999847,4.199999809,29.39999866,23.26666657,11.05000019,28.0833327,9.233333349,1454,230,40,51.63303221,615,156,425,212,1
